_screen_index,database,evaluation_file,screening_id,screening_title,status,matched_title,best_candidate_title,best_candidate_doi,match_method,match_score,margin
72,IEEE,IEEE_S1_batch_061-080.jsonl,11593453,RIPE-II: Retrieval In-Place Poisoning Evaluation with Indirect Injections,MATCHED,RIPE-II: Retrieval In-Place Poisoning Evaluation with Indirect Injections,RIPE-II: Retrieval In-Place Poisoning Evaluation with Indirect Injections,10.1109/dsn69566.2026.00078,ID_EXACT,1.0,
73,IEEE,IEEE_S1_batch_061-080.jsonl,11583634,Stacked Ensemble Learning Approach Enhanced LLM Safety Against Jailbreak Attacks,MATCHED,Stacked Ensemble Learning Approach Enhanced LLM Safety Against Jailbreak Attacks,Stacked Ensemble Learning Approach Enhanced LLM Safety Against Jailbreak Attacks,10.1109/icadcs70036.2026.11583634,ID_EXACT,1.0,
74,IEEE,IEEE_S1_batch_061-080.jsonl,11598769,Safe and Scalable Collaboration in Multiagent LLM Systems: A Comprehensive Review,MATCHED,Safe and Scalable Collaboration in Multiagent LLM Systems: A Comprehensive Review,Safe and Scalable Collaboration in Multiagent LLM Systems: A Comprehensive Review,10.1109/tsmc.2026.3704902,ID_EXACT,1.0,
75,IEEE,IEEE_S1_batch_061-080.jsonl,11598934,SAHs: Unraveling Safety Attention Heads in Large Vision-Language Models,MATCHED,SAHs: Unraveling Safety Attention Heads in Large Vision-Language Models,SAHs: Unraveling Safety Attention Heads in Large Vision-Language Models,10.1109/tcsvt.2026.3710895,ID_EXACT,1.0,
76,IEEE,IEEE_S1_batch_061-080.jsonl,11599032,IC-GCG: Jailbreaking Large Language Models via Intermediate Consistency Optimization,MATCHED,IC-GCG: Jailbreaking Large Language Models via Intermediate Consistency Optimization,IC-GCG: Jailbreaking Large Language Models via Intermediate Consistency Optimization,10.1109/jiot.2026.3707160,ID_EXACT,1.0,
77,IEEE,IEEE_S1_batch_061-080.jsonl,11591723,AB-JB (Jailbreaking): A Budgeted Hybrid Pipeline for Dataset-Scale Red-Teaming of 7B Aligned LLMs,MATCHED,AB-JB (Jailbreaking): A Budgeted Hybrid Pipeline for Dataset-Scale Red-Teaming of 7B Aligned LLMs,AB-JB (Jailbreaking): A Budgeted Hybrid Pipeline for Dataset-Scale Red-Teaming of 7B Aligned LLMs,10.1109/icomet69771.2026.11591723,ID_EXACT,1.0,
78,IEEE,IEEE_S1_batch_061-080.jsonl,11591776,A Hybrid Neural Semantic Framework for Prompt Injection Detection in LLMs,MATCHED,A Hybrid Neural Semantic Framework for Prompt Injection Detection in LLMs,A Hybrid Neural Semantic Framework for Prompt Injection Detection in LLMs,10.1109/icomet69771.2026.11591776,ID_EXACT,1.0,
79,IEEE,IEEE_S1_batch_061-080.jsonl,11588474,Forensic LLM-Trace: Interpretable Multi-Agent AI Forensic Architecture for Prompt Injection Investigation,MATCHED,Forensic LLM-Trace: Interpretable Multi-Agent AI Forensic Architecture for Prompt Injection Investigation,Forensic LLM-Trace: Interpretable Multi-Agent AI Forensic Architecture for Prompt Injection Investigation,10.1109/icscan66520.2026.11588474,ID_EXACT,1.0,
80,IEEE,IEEE_S1_batch_081-100.jsonl,11595604,DeepSeek Under Attack: An Analysis of Jailbreak Attacks and Prompt-Level Defenses,MATCHED,DeepSeek Under Attack: An Analysis of Jailbreak Attacks and Prompt-Level Defenses,DeepSeek Under Attack: An Analysis of Jailbreak Attacks and Prompt-Level Defenses,10.1109/access.2026.3710427,ID_EXACT,1.0,
81,IEEE,IEEE_S1_batch_081-100.jsonl,11582392,Enhancing Jailbreak Defense with Diverse Perturbation Combinations,MATCHED,Enhancing Jailbreak Defense with Diverse Perturbation Combinations,Enhancing Jailbreak Defense with Diverse Perturbation Combinations,10.1109/mita69365.2026.11582392,ID_EXACT,1.0,
82,IEEE,IEEE_S1_batch_081-100.jsonl,11582731,RL-Shield: Endogenous Moving Target Defense against Jailbreak Attacks in LLMs,MATCHED,RL-Shield: Endogenous Moving Target Defense against Jailbreak Attacks in LLMs,RL-Shield: Endogenous Moving Target Defense against Jailbreak Attacks in LLMs,10.1109/cscwd68734.2026.11582731,ID_EXACT,1.0,
83,IEEE,IEEE_S1_batch_081-100.jsonl,11582223,HAVOC:Hybrid Adversarial Visual Obfuscation and Confusion for Universal MLLM Jailbreak,MATCHED,HAVOC:Hybrid Adversarial Visual Obfuscation and Confusion for Universal MLLM Jailbreak,HAVOC:Hybrid Adversarial Visual Obfuscation and Confusion for Universal MLLM Jailbreak,10.1109/cscwd68734.2026.11582223,ID_EXACT,1.0,
84,IEEE,IEEE_S1_batch_081-100.jsonl,11582504,GRED: Gradual Jailbreak Attack via Relational Decomposition on Large Language Model,MATCHED,GRED: Gradual Jailbreak Attack via Relational Decomposition on Large Language Model,GRED: Gradual Jailbreak Attack via Relational Decomposition on Large Language Model,10.1109/cscwd68734.2026.11582504,ID_EXACT,1.0,
85,IEEE,IEEE_S1_batch_081-100.jsonl,11594973,Efficient Prompt Security Detection for LLM Service Deployment in Edge-Cloud Networks,MATCHED,Efficient Prompt Security Detection for LLM Service Deployment in Edge-Cloud Networks,Efficient Prompt Security Detection for LLM Service Deployment in Edge-Cloud Networks,10.1109/tdsc.2026.3709894,ID_EXACT,1.0,
86,IEEE,IEEE_S1_batch_081-100.jsonl,11595140,OpenClaw in the Wild: Security Analysis of Autonomous Agents,MATCHED,OpenClaw in the Wild: Security Analysis of Autonomous Agents,OpenClaw in the Wild: Security Analysis of Autonomous Agents,10.1109/jas.2026.126209,ID_EXACT,1.0,
87,IEEE,IEEE_S1_batch_081-100.jsonl,11581043,Evaluating a Multilayered Defense Against Prompt Injection in LLM-Augmented Educational Systems,MATCHED,Evaluating a Multilayered Defense Against Prompt Injection in LLM-Augmented Educational Systems,Evaluating a Multilayered Defense Against Prompt Injection in LLM-Augmented Educational Systems,10.1109/usbereit70063.2026.11581043,ID_EXACT,1.0,
88,IEEE,IEEE_S1_batch_081-100.jsonl,11582854,MedRAGShield: A Three-Tier Defense Framework Against Document Poisoning and Adversarial Attacks in Medical Retrieval-Augmented Generation Systems,MATCHED,MedRAGShield: A Three-Tier Defense Framework Against Document Poisoning and Adversarial Attacks in Medical Retrieval-Augmented Generation Systems,MedRAGShield: A Three-Tier Defense Framework Against Document Poisoning and Adversarial Attacks in Medical Retrieval-Augmented Generation Systems,10.1109/icesst69086.2026.11582854,ID_EXACT,1.0,
89,IEEE,IEEE_S1_batch_081-100.jsonl,11580105,ASTRIDE: A Security Threat Modeling Platform for Agentic-AI Applications,MATCHED,ASTRIDE: A Security Threat Modeling Platform for Agentic-AI Applications,ASTRIDE: A Security Threat Modeling Platform for Agentic-AI Applications,10.1109/iwcmc69287.2026.11580105,ID_EXACT,1.0,
90,IEEE,IEEE_S1_batch_081-100.jsonl,11579902,A Comprehensive Framework for Secure Multi-Agent Retrieval-Augmented Generation Systems,MATCHED,A Comprehensive Framework for Secure Multi-Agent Retrieval-Augmented Generation Systems,A Comprehensive Framework for Secure Multi-Agent Retrieval-Augmented Generation Systems,10.1109/iwcmc69287.2026.11579902,ID_EXACT,1.0,
91,IEEE,IEEE_S1_batch_081-100.jsonl,11582014,DUA: Automated Jailbreak via Dual-Use Ambiguity and Semantic-Operational Disentanglement,MATCHED,DUA: Automated Jailbreak via Dual-Use Ambiguity and Semantic-Operational Disentanglement,DUA: Automated Jailbreak via Dual-Use Ambiguity and Semantic-Operational Disentanglement,10.1109/iicc69623.2026.11582014,ID_EXACT,1.0,
92,IEEE,IEEE_S1_batch_081-100.jsonl,11582295,ISDP: A Decoupled Iterative Pipeline for Balancing Defensive Robustness and User Usability in LLMs,MATCHED,ISDP: A Decoupled Iterative Pipeline for Balancing Defensive Robustness and User Usability in LLMs,ISDP: A Decoupled Iterative Pipeline for Balancing Defensive Robustness and User Usability in LLMs,10.1109/iicc69623.2026.11582295,ID_EXACT,1.0,
93,IEEE,IEEE_S1_batch_081-100.jsonl,11581521,Automated Framework for Red-Team Prompt Injection Testing of LLMs,MATCHED,Automated Framework for Red-Team Prompt Injection Testing of LLMs,Automated Framework for Red-Team Prompt Injection Testing of LLMs,10.1109/ccge67142.2026.11581521,ID_EXACT,1.0,
94,IEEE,IEEE_S1_batch_081-100.jsonl,11573502,ENCHTABLE: Unified Safety Alignment Transfer in Fine-Tuned Large Language Models,MATCHED,ENCHTABLE: Unified Safety Alignment Transfer in Fine-Tuned Large Language Models,ENCHTABLE: Unified Safety Alignment Transfer in Fine-Tuned Large Language Models,10.1109/sp63933.2026.00072,ID_EXACT,1.0,
95,IEEE,IEEE_S1_batch_081-100.jsonl,11573588,Sok: Evaluating Jailbreak Guardrails for Large Language Models,MATCHED,Sok: Evaluating Jailbreak Guardrails for Large Language Models,Sok: Evaluating Jailbreak Guardrails for Large Language Models,10.1109/sp63933.2026.00076,ID_EXACT,1.0,
96,IEEE,IEEE_S1_batch_081-100.jsonl,11573507,MetaBreak: Jailbreaking Online LLM Services via Special Token Manipulation,MATCHED,MetaBreak: Jailbreaking Online LLM Services via Special Token Manipulation,MetaBreak: Jailbreaking Online LLM Services via Special Token Manipulation,10.1109/sp63933.2026.00095,ID_EXACT,1.0,
97,IEEE,IEEE_S1_batch_081-100.jsonl,11573441,URLcoat: Exploiting Web Search Capability to Jailbreak Large Language Models,MATCHED,URLcoat: Exploiting Web Search Capability to Jailbreak Large Language Models,URLcoat: Exploiting Web Search Capability to Jailbreak Large Language Models,10.1109/sp63933.2026.00082,ID_EXACT,1.0,
98,IEEE,IEEE_S1_batch_081-100.jsonl,11573584,Site Isolation is Dead: How Site Isolation is Broken in Agentic Browsers and Extensions,MATCHED,Site Isolation is Dead: How Site Isolation is Broken in Agentic Browsers and Extensions,Site Isolation is Dead: How Site Isolation is Broken in Agentic Browsers and Extensions,10.1109/sp63933.2026.00241,ID_EXACT,1.0,
99,IEEE,IEEE_S1_batch_081-100.jsonl,11573506,PromptLocate: Localizing Prompt Injection Attacks,MATCHED,PromptLocate: Localizing Prompt Injection Attacks,PromptLocate: Localizing Prompt Injection Attacks,10.1109/sp63933.2026.00105,ID_EXACT,1.0,
100,IEEE,IEEE_S1_batch_101-120.jsonl,11573466,When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins,MATCHED,When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins,When AI Meets the Web: Prompt Injection Risks in Third-Party AI Chatbot Plugins,10.1109/sp63933.2026.00062,ID_EXACT,1.0,
101,IEEE,IEEE_S1_batch_101-120.jsonl,11573415,Hijacking Large Audio-Language Models via Context-Agnostic and Imperceptible Auditory Prompt Injection,MATCHED,Hijacking Large Audio-Language Models via Context-Agnostic and Imperceptible Auditory Prompt Injection,Hijacking Large Audio-Language Models via Context-Agnostic and Imperceptible Auditory Prompt Injection,10.1109/sp63933.2026.00214,ID_EXACT,1.0,
102,IEEE,IEEE_S1_batch_101-120.jsonl,11573543,SoK: Robustness in Large Language Models against Jailbreak Attacks,MATCHED,SoK: Robustness in Large Language Models against Jailbreak Attacks,SoK: Robustness in Large Language Models against Jailbreak Attacks,10.1109/sp63933.2026.00107,ID_EXACT,1.0,
103,IEEE,IEEE_S1_batch_101-120.jsonl,11573638,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,MATCHED,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,10.1109/sp63933.2026.00154,ID_EXACT,1.0,
104,IEEE,IEEE_S1_batch_101-120.jsonl,11573479,AttnTrace: Contextual Attribution of Prompt Injection and Knowledge Corruption,MATCHED,AttnTrace: Contextual Attribution of Prompt Injection and Knowledge Corruption,AttnTrace: Contextual Attribution of Prompt Injection and Knowledge Corruption,10.1109/sp63933.2026.00198,ID_EXACT,1.0,
105,IEEE,IEEE_S1_batch_101-120.jsonl,11589226,Lineage: A UMA2.0 Protocol Extension for Multi-Hop LLM Agent Delegation,MATCHED,Lineage: A UMA2.0 Protocol Extension for Multi-Hop LLM Agent Delegation,Lineage: A UMA2.0 Protocol Extension for Multi-Hop LLM Agent Delegation,10.1109/access.2026.3708618,ID_EXACT,1.0,
106,IEEE,IEEE_S1_batch_101-120.jsonl,11572603,Sentinel-Math: A Framework for Neural Intent Monitoring and SafetyCircuit-Breaking Against Semantically Disguised Logical Tasks in LLMs,MATCHED,Sentinel-Math: A Framework for Neural Intent Monitoring and SafetyCircuit-Breaking Against Semantically Disguised Logical Tasks in LLMs,Sentinel-Math: A Framework for Neural Intent Monitoring and SafetyCircuit-Breaking Against Semantically Disguised Logical Tasks in LLMs,10.1109/isctis70043.2026.11572603,ID_EXACT,1.0,
107,IEEE,IEEE_S1_batch_101-120.jsonl,11578315,PolyJailbreak: Cross-Modal Jailbreaking Attacks on Closed-Box Multimodal LLMs,MATCHED,PolyJailbreak: Cross-Modal Jailbreaking Attacks on Closed-Box Multimodal LLMs,PolyJailbreak: Cross-Modal Jailbreaking Attacks on Closed-Box Multimodal LLMs,10.1109/tdsc.2026.3707228,ID_EXACT,1.0,
108,IEEE,IEEE_S1_batch_101-120.jsonl,11579269,Ellipsoid Control: A White-List Jailbreak Defense via Benign Latent Modeling,MATCHED,Ellipsoid Control: A White-List Jailbreak Defense via Benign Latent Modeling,Ellipsoid Control: A White-List Jailbreak Defense via Benign Latent Modeling,10.1109/tifs.2026.3707452,ID_EXACT,1.0,
109,IEEE,IEEE_S1_batch_101-120.jsonl,11567230,A Multi-Agent Framework for Step-Level Tool-Call Safety Evaluation in Industrial Control Systems,MATCHED,A Multi-Agent Framework for Step-Level Tool-Call Safety Evaluation in Industrial Control Systems,A Multi-Agent Framework for Step-Level Tool-Call Safety Evaluation in Industrial Control Systems,10.1109/aiita69518.2026.11567230,ID_EXACT,1.0,
110,IEEE,IEEE_S1_batch_101-120.jsonl,11566062,An Edge–Cloud Collaborative Framework for Latency Optimization in Prompt Injection Defense,MATCHED,An Edge–Cloud Collaborative Framework for Latency Optimization in Prompt Injection Defense,An Edge–Cloud Collaborative Framework for Latency Optimization in Prompt Injection Defense,10.1109/scecs69812.2026.11566062,ID_EXACT,1.0,
111,IEEE,IEEE_S1_batch_101-120.jsonl,11574655,Trust-Aware Orchestration Architecture for LLM-Assisted Workflows in Multi-Tenant Enterprise Systems,MATCHED,Trust-Aware Orchestration Architecture for LLM-Assisted Workflows in Multi-Tenant Enterprise Systems,Trust-Aware Orchestration Architecture for LLM-Assisted Workflows in Multi-Tenant Enterprise Systems,10.1109/access.2026.3706063,ID_EXACT,1.0,
112,IEEE,IEEE_S1_batch_101-120.jsonl,11569620,"Securing in-Vehicle Large Language Models: A Taxonomy of Integration, Threats, and Trustworthiness",MATCHED,"Securing in-Vehicle Large Language Models: A Taxonomy of Integration, Threats, and Trustworthiness","Securing in-Vehicle Large Language Models: A Taxonomy of Integration, Threats, and Trustworthiness",10.1109/aiiot68874.2026.11569620,ID_EXACT,1.0,
113,IEEE,IEEE_S1_batch_101-120.jsonl,11568284,Study the Effectiveness of Existing Detection Mechanisms Against Prompt Injection in LLMs,MATCHED,Study the Effectiveness of Existing Detection Mechanisms Against Prompt Injection in LLMs,Study the Effectiveness of Existing Detection Mechanisms Against Prompt Injection in LLMs,10.1109/icsedi66420.2026.11568284,ID_EXACT,1.0,
114,IEEE,IEEE_S1_batch_101-120.jsonl,11565414,Enterprise Search Portals: Hybrid RAG at Scale for Compliance-Sensitive Knowledge Work,MATCHED,Enterprise Search Portals: Hybrid RAG at Scale for Compliance-Sensitive Knowledge Work,Enterprise Search Portals: Hybrid RAG at Scale for Compliance-Sensitive Knowledge Work,10.1109/iciice69672.2026.11565414,ID_EXACT,1.0,
115,IEEE,IEEE_S1_batch_101-120.jsonl,11570932,External Data Extraction Attacks Against Retrieval-Augmented Large Language Models,MATCHED,External Data Extraction Attacks Against Retrieval-Augmented Large Language Models,External Data Extraction Attacks Against Retrieval-Augmented Large Language Models,10.1109/tifs.2026.3705326,ID_EXACT,1.0,
116,IEEE,IEEE_S1_batch_101-120.jsonl,11564888,Privacy-Preserving Federated Transformer Framework for Detecting Adversarial Prompts in Healthcare Chatbots,MATCHED,Privacy-Preserving Federated Transformer Framework for Detecting Adversarial Prompts in Healthcare Chatbots,Privacy-Preserving Federated Transformer Framework for Detecting Adversarial Prompts in Healthcare Chatbots,10.1109/icici68867.2026.11564888,ID_EXACT,1.0,
117,IEEE,IEEE_S1_batch_101-120.jsonl,11557775,Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks,MATCHED,Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks,Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks,10.1109/ainit70033.2026.11557775,ID_EXACT,1.0,
118,IEEE,IEEE_S1_batch_101-120.jsonl,11563638,ShadowCode: Toward (Automatic) External Prompt Injection Attack Against Code LLMs,MATCHED,ShadowCode: Toward (Automatic) External Prompt Injection Attack Against Code LLMs,ShadowCode: Toward (Automatic) External Prompt Injection Attack Against Code LLMs,10.1109/tdsc.2026.3703498,ID_EXACT,1.0,
